Plate,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Payment Amount,Amount Due,Violation Status
48549JW,8576344294,02/02/2018,12:13P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
26364ME,8576526621,10/27/2017,09:43A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8576526633,10/27/2017,09:46A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8576528083,11/01/2017,11:56A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
64999JV,8576675456,11/16/2017,02:15P,NO STANDING-BUS LANE,,115.00,115.00,0.00,
41748MH,8576766310,09/12/2017,02:06P,NO PARKING-DAY/TIME LIMITS,,60.00,60.00,0.00,HEARING HELD-GUILTY
22409MB,8577571099,10/13/2017,12:24P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
45450MG,8504571014,05/04/2017,01:27P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8509458947,03/07/2017,01:41P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,8509560948,03/02/2017,12:10P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8505465945,05/04/2017,03:10P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8505468600,05/16/2017,06:04P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
84067JW,8513255506,03/21/2017,11:54A,FIRE HYDRANT,,115.00,115.00,0.00,
64999JV,8564841873,03/09/2018,09:29A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8578987809,11/08/2017,03:01P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
29765MA,8514458346,03/07/2017,11:06A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
29765MA,8515450720,02/28/2017,11:27A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8516252061,02/22/2017,01:14P,FAIL TO DSPLY MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRF3643,8542990389,03/23/2018,09:44A,FIRE HYDRANT,,115.00,115.00,0.00,
19227MC,8521304924,02/27/2017,02:14P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8515870939,05/06/2017,06:18P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
26364ME,8590400300,08/15/2017,10:13A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8551972170,10/12/2017,01:21P,FIRE HYDRANT,,115.00,115.00,0.00,
45450MG,8517717843,04/26/2017,03:28P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,8504483526,06/26/2017,09:52A,FIRE HYDRANT,,115.00,115.00,0.00,
13894JU,8585438228,11/27/2017,02:31P,NO STANDING-BUS LANE,,115.00,115.00,0.00,
26364ME,8587232885,06/26/2018,09:15A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
41748MH,8585995658,01/22/2018,10:35A,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
72226JM,8519156794,04/04/2017,02:09P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,8505775922,05/08/2017,10:46A,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28426JU,8566133523,04/03/2018,12:39P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8566133535,04/03/2018,12:41P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,8521574186,05/17/2017,10:06A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8587010542,08/31/2017,03:26P,FAIL TO DISP. MUNI METER RECPT,,65.00,75.00,0.00,HEARING HELD-GUILTY
29765MA,8586946126,12/01/2017,10:28A,FIRE HYDRANT,,115.00,115.00,0.00,
57273MD,8586142074,11/09/2017,01:41P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8585884782,11/13/2017,02:17P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8586256717,10/10/2017,02:27P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8509088536,05/10/2017,12:22P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
48660JW,8610241300,01/11/2019,01:29P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
65572JU,8587625512,10/20/2017,09:57A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
45450MG,5105199066,01/11/2019,01:04P,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,
13743JK,1456677550,10/25/2019,11:25A,TRAFFIC LANE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8511714480,05/10/2017,01:05P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
14620JZ,8515712532,05/16/2017,12:25P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
72226JM,8517669204,05/17/2017,01:46P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
19563MH,8588873710,10/26/2017,02:06P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28426JU,8587224803,05/23/2018,12:17P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,8588336819,01/26/2018,02:00P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,65.00,0.00,HEARING HELD-GUILTY
65572JU,8589662676,10/29/2017,10:59A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
91731JA,8626672068,01/08/2020,09:31A,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8600318014,01/03/2018,09:54A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,
72226JM,8586030685,11/16/2017,03:38P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8588608169,09/27/2017,10:25A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8600551730,10/06/2017,12:34P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,
13894JU,8591912548,10/24/2017,11:01A,NO STOPPING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
19227MC,8592011620,10/06/2017,03:12P,FAIL TO DSPLY MUNI METER RECPT,,65.00,75.00,0.00,HEARING HELD-GUILTY
64999JV,8793009033,01/06/2020,10:03A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8795607110,12/27/2019,07:47A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8796427048,01/08/2020,12:48P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8796525540,01/09/2020,01:02P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,8592170394,11/06/2017,02:54P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
64999JV,8811356910,01/04/2020,09:12A,FAIL TO DSPLY MUNI METER RECPT,,35.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
GRU5328,8522113361,05/12/2017,01:53P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
19563MH,8601011317,10/27/2017,02:36P,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,
69065ME,8589085480,01/19/2018,02:50P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
22409MB,8590905949,09/14/2017,02:11P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
65572JU,8754883180,01/08/2020,01:44P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8757491033,12/23/2019,01:11P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8757491045,12/23/2019,01:12P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
72226JM,8757491057,12/23/2019,01:13P,NO STANDING-EXC. AUTH. VEHICLE,,95.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8757491100,12/23/2019,01:25P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8757492566,12/30/2019,01:07P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8757492580,12/30/2019,01:13P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,8587439157,01/09/2018,12:03P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
84067JW,8540404308,04/27/2017,11:36P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
28426JU,8767879676,01/10/2020,09:17A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8770329450,01/06/2020,10:00A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8770920886,01/06/2020,12:16P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8771462466,01/11/2020,00:06A,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8773369901,01/06/2020,11:42A,REG. STICKER-EXPIRED/MISSING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8774239650,01/07/2020,01:31P,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8774737892,01/03/2020,03:19P,FRONT OR BACK PLATE MISSING,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8777468831,01/11/2020,00:18A,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8778739640,01/07/2020,11:32A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8779068868,12/26/2019,09:11A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8591242427,02/01/2018,11:47A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8592769425,11/07/2018,01:32P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8528162874,05/10/2017,11:56A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
19227MC,8624041995,12/19/2019,11:37A,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8588574901,01/18/2018,01:05P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8592285781,01/31/2018,10:09A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
64999JV,8597257519,10/05/2017,02:07P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
22409MB,8597261419,10/19/2017,09:39A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
13894JU,8590594166,12/20/2017,12:30P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8591927497,01/09/2018,01:16P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,8589083780,01/10/2018,01:13P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48549JW,8600200891,09/26/2017,09:35A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8609703551,10/27/2017,02:34P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
26364ME,8565402678,05/19/2017,10:23A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
71878JT,8604900342,09/30/2017,03:33A,NGHT PKG ON RESID STR-COMM VEH,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8599105267,10/13/2017,11:00A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
19563MH,8598351751,09/21/2017,02:32P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
41748MH,8599306534,10/12/2017,10:38A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
28427JU,8518953110,06/07/2017,02:33P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
69065ME,8594023467,02/05/2018,03:03P,SAFETY ZONE,,115.00,115.00,0.00,HEARING HELD-GUILTY
14620JZ,8330565014,04/20/2017,03:00P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
28440JU,8521279607,06/12/2017,12:37P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8598751789,09/18/2017,04:00P,NO STANDING-DAY/TIME LIMITS,,115.00,145.00,0.00,HEARING HELD-GUILTY
28426JU,8546504805,05/04/2017,10:33A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
67300JV,8745423271,06/24/2019,10:27A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8522118670,06/06/2017,04:52P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8599263912,11/15/2017,03:12P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
71860JT,8601106791,10/30/2017,01:14P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
65572JU,8478918530,05/30/2017,02:04P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
26364ME,8551950149,04/14/2017,05:20P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
14620JZ,8233560005,04/06/2017,03:01P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
84067JW,8523919636,06/13/2017,11:15A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8600722123,12/29/2017,10:21A,NO STANDING-BUS STOP,,115.00,115.00,0.00,
26364ME,8600756674,10/27/2017,02:11P,EXPIRED MUNI METER,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8595566422,12/29/2017,02:07P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28426JU,8600904043,10/20/2017,11:12A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
71878JT,8553961620,06/07/2017,05:57A,CROSSWALK,,115.00,115.00,0.00,
28427JU,8615801150,11/03/2017,10:17A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28440JU,8615854373,11/24/2017,01:09P,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28427JU,8616356642,10/30/2017,02:47P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
65572JU,8591840732,05/10/2018,03:08A,STORAGE-3HR COMMERCIAL,,65.00,65.00,0.00,HEARING HELD-GUILTY
71860JT,8481321849,07/03/2017,01:44P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8481579531,05/31/2017,01:24P,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8600310453,11/07/2017,11:44A,NO PARKING-DAY/TIME LIMITS,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
26364ME,8577337728,03/06/2018,03:49P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
45450MG,8482027591,06/30/2017,11:41A,DOUBLE PARKING-MIDTOWN COMML,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
65572JU,8602509080,11/02/2017,05:31P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
48549JW,8592348389,05/15/2018,10:53A,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
67300JV,8561306518,06/06/2017,02:32P,FIRE HYDRANT,,115.00,115.00,0.00,
14620JZ,8561454155,05/24/2017,06:10P,CROSSWALK,,115.00,115.00,0.00,
64999JV,1452789307,12/31/2019,03:15P,NO STANDING-DAY/TIME LIMITS,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8483898822,07/17/2017,02:38P,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRU5328,8478811862,04/04/2017,02:35P,NO STANDING-HOTEL LOADING,,115.00,125.00,0.00,HEARING HELD-GUILTY
19563MH,8484933027,06/06/2017,02:05P,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
67300JV,8482509550,02/15/2017,01:46P,NO STANDING-DAY/TIME LIMITS,,115.00,125.00,0.00,HEARING HELD-GUILTY
57273MD,8597222840,12/01/2017,11:18A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28440JU,8623505438,11/08/2017,04:36P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28440JU,8623510069,12/04/2017,10:47A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8623510318,12/05/2017,10:50A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
28440JU,8624406754,11/15/2017,10:44A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
19227MC,8802812123,01/15/2020,01:32P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
69065ME,8485172048,03/29/2017,09:28A,DOUBLE PARKING-MIDTOWN COMML,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8627104580,10/25/2017,01:03P,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
11101JC,8537016172,05/04/2017,01:48P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
28440JU,8627204172,11/01/2017,09:55A,FAIL TO DSPLY MUNI METER RECPT,,35.00,35.00,0.00,HEARING HELD-GUILTY
26364ME,8627209390,11/22/2017,10:24A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRF3643,8558927911,02/15/2018,10:08A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
11101JC,8495068394,05/22/2017,11:12A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8495074503,07/03/2017,11:37A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8495514333,07/06/2017,12:12P,NO STANDING-EXC. TRUCK LOADING,,95.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8495661639,06/09/2017,11:57A,FAIL TO DISP. MUNI METER RECPT,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28440JU,8496257344,06/07/2017,04:38P,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8815553289,01/22/2020,01:04P,EXPIRED MUNI METER,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
57273MD,8496363612,06/06/2017,09:52A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
84067JW,8479068050,03/22/2017,11:54A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
71860JT,8497313963,06/12/2017,03:03P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
64999JV,8496062491,04/27/2017,01:30P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
48660JW,8613821856,04/23/2019,04:43P,NO STANDING-BUS LANE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8599914340,11/30/2017,09:51A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
GRU5328,8631762052,12/26/2017,01:17P,EXPIRED MUNI METER,,35.00,0.00,0.00,HEARING HELD-NOT GUILTY
14620JZ,1461242990,02/13/2020,01:44P,BIKE LANE,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,8598273107,01/05/2018,04:26P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
11101JC,8600216850,11/28/2017,11:18A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
41748MH,1414281973,09/26/2017,10:49A,NO PARKING-DAY/TIME LIMITS,,60.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,8610053842,10/31/2017,02:48P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
26364ME,8483420030,04/12/2017,09:47A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28440JU,8504571026,05/04/2017,01:29P,NO STANDING-EXC. TRUCK LOADING,,95.00,95.00,0.00,HEARING HELD-GUILTY
28427JU,8504918154,04/20/2017,03:08P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
22409MB,8485176820,04/14/2017,09:09A,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
69065ME,8587217835,04/24/2018,01:02P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8587217847,04/24/2018,01:04P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
67300JV,8482831513,06/30/2017,01:22P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
91731JA,8561630980,03/02/2018,09:45A,NO PARKING-STREET CLEANING,,45.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8615487080,01/15/2019,01:35P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
26364ME,8505365770,05/02/2017,01:17P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
69065ME,8508264161,03/27/2017,12:44P,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
41748MH,8508265013,03/30/2017,10:45A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
19227MC,8508269468,04/24/2017,11:51A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8508270446,04/28/2017,10:32A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
91731JA,8616102619,10/24/2017,12:22P,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
29765MA,8504729552,06/07/2017,11:11A,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
28427JU,8599320580,01/08/2018,10:45A,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
29765MA,8505133791,06/06/2017,11:43A,NO STANDING-DAY/TIME LIMITS,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8505343580,06/08/2017,01:26P,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
13743JK,1465728480,02/10/2020,11:18A,NO PARKING-STREET CLEANING,,45.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,1466311265,01/27/2020,10:11A,DOUBLE PARKING,,115.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8512311370,04/21/2017,02:05P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
28427JU,8599724940,01/19/2018,11:05A,FAIL TO DISP. MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY
22409MB,8513260101,04/13/2017,09:54A,DOUBLE PARKING,,115.00,0.00,0.00,HEARING HELD-NOT GUILTY
19227MC,8513724373,04/25/2017,11:16A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
72226JM,8513728019,05/08/2017,11:47A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
28426JU,8486359624,06/27/2017,03:18P,DOUBLE PARKING-MIDTOWN COMML,,115.00,115.00,0.00,HEARING HELD-GUILTY
84067JW,8514803773,03/20/2017,11:17A,NO PARKING-STREET CLEANING,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
19563MH,8520775536,09/20/2018,04:00P,BIKE LANE,,115.00,115.00,0.00,
19227MC,8587678528,05/08/2018,11:23A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
91731JA,8768723854,02/10/2020,09:46A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8600077783,01/25/2018,01:01P,NO STANDING-DAY/TIME LIMITS,,115.00,115.00,0.00,HEARING HELD-GUILTY
57273MD,8508180056,06/15/2017,11:02A,EXPIRED MUNI METER,,65.00,0.00,0.00,HEARING HELD-NOT GUILTY
